,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
133,Adu Ares,es ESP,"FW,MF",Athletic Club,es La Liga,20,2001,8,0,84,0.9,0.00,0.00,0.00,0.00,0,0,0,0
134,Joe Aribo,ng NGA,"MF,FW",Southampton,eng Premier League,26,1996,21,13,"1,224",13.6,0.15,0.00,0.15,0.15,0,0,2,0
135,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,25,1997,30,14,"1,335",14.8,0.13,0.07,0.20,0.13,0,0,2,0
136,Stuart Armstrong,sct SCO,"MF,FW",Southampton,eng Premier League,30,1992,32,14,"1,408",15.6,0.13,0.06,0.19,0.13,0,0,6,0
137,Marko Arnautović,at AUT,FW,Bologna,it Serie A,33,1989,21,18,"1,530",17.0,0.59,0.00,0.59,0.41,3,3,5,0
138,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,28,1994,32,32,"2,767",30.7,0.16,0.10,0.26,0.07,3,5,5,0
139,Mohamed El Arouch,fr FRA,MF,Lyon,fr Ligue 1,18,2004,1,0,2,0.0,0.00,0.00,0.00,0.00,0,0,0,0
140,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,20,2001,2,0,19,0.2,0.00,0.00,0.00,0.00,0,0,0,0
141,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,27,1994,29,29,"2,565",28.5,0.00,0.00,0.00,0.00,0,0,1,0
142,Roberto Arroyo,es ESP,MF,Valladolid,es La Liga,18,2003,1,0,15,0.2,0.00,0.00,0.00,0.00,0,0,0,0
143,Tolgay Arslan,de GER,MF,Udinese,it Serie A,31,1990,36,12,"1,211",13.5,0.07,0.00,0.07,0.07,0,0,3,0
144,Ricard Artero,es ESP,"MF,FW",Girona,es La Liga,19,2003,7,0,133,1.5,0.00,0.00,0.00,0.00,0,0,0,0
145,Arthur,br BRA,FW,Fiorentina,it Serie A,24,1998,28,15,"1,432",15.9,0.50,0.06,0.57,0.38,2,2,4,0
146,Santiago Arzamendia,py PAR,"DF,MF",Cádiz,es La Liga,24,1998,12,5,483,5.4,0.00,0.00,0.00,0.00,0,0,0,0
147,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,27,1994,25,21,"1,713",19.0,0.16,0.16,0.32,0.16,0,0,1,0
148,Santiago Ascacíbar,ar ARG,MF,Cremonese,it Serie A,25,1997,13,7,727,8.1,0.00,0.00,0.00,0.00,0,0,1,0
149,Sergio Asenjo,es ESP,GK,Valladolid,es La Liga,33,1989,10,10,900,10.0,0.00,0.00,0.00,0.00,0,0,0,0
150,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,26,1996,31,15,"1,442",16.0,0.56,0.37,0.94,0.56,0,1,1,0
151,Kristoffer Askildsen,no NOR,MF,Lecce,it Serie A,21,2001,21,7,728,8.1,0.00,0.00,0.00,0.00,0,0,3,0
152,Fisnik Asllani,xk KVX,FW,Hoffenheim,de Bundesliga,19,2002,8,0,167,1.9,0.00,0.00,0.00,0.00,0,0,0,0
153,Kristjan Asllani,al ALB,MF,Inter,it Serie A,20,2002,20,5,592,6.6,0.00,0.00,0.00,0.00,0,0,2,0
154,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,34,1987,37,31,"2,868",31.9,0.38,0.09,0.47,0.31,2,3,6,0
155,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,22,2000,12,2,261,2.9,0.00,0.34,0.34,0.00,0,0,3,0
156,Youcef Atal,dz ALG,"DF,MF",Nice,fr Ligue 1,26,1996,18,8,779,8.7,0.12,0.00,0.12,0.12,0,0,1,0
157,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,16,2005,7,2,174,1.9,0.00,0.00,0.00,0.00,0,0,0,0
158,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,eng Premier League,33,1989,15,5,554,6.2,0.16,0.00,0.16,0.16,0,0,1,0
159,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,33,1989,1,0,9,0.1,0.00,0.00,0.00,0.00,0,0,0,0
160,Emil Audero,it ITA,GK,Sampdoria,it Serie A,25,1997,25,25,"2,250",25.0,0.00,0.00,0.00,0.00,0,0,1,0
161,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,27,1994,37,35,"3,061",34.0,0.06,0.15,0.21,0.06,0,0,3,0
162,Ludwig Augustinsson,se SWE,DF,Aston Villa,eng Premier League,28,1994,3,1,77,0.9,0.00,0.00,0.00,0.00,0,0,1,0
163,Ludwig Augustinsson,se SWE,DF,Mallorca,es La Liga,28,1994,4,1,132,1.5,0.00,0.00,0.00,0.00,0,0,0,0
164,Serge Aurier,ci CIV,DF,Nott'ham Forest,eng Premier League,29,1992,24,22,"1,943",21.6,0.05,0.00,0.05,0.05,0,0,2,0
165,Mathias Autret,fr FRA,"MF,FW",Auxerre,fr Ligue 1,31,1991,23,16,"1,290",14.3,0.14,0.14,0.28,0.07,1,1,0,0
166,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,28,1994,29,23,"1,709",19.0,0.42,0.11,0.53,0.32,2,3,7,1
167,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,35,1986,24,19,"1,794",19.9,0.05,0.00,0.05,0.05,0,0,2,1
168,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,24,1997,27,17,"1,404",15.6,0.64,0.06,0.71,0.64,0,0,2,0
169,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,18,2003,3,1,67,0.7,0.00,0.00,0.00,0.00,0,0,0,0
170,Mehmet Aydin,de GER,"DF,FW",Schalke 04,de Bundesliga,20,2002,16,3,567,6.3,0.00,0.00,0.00,0.00,0,0,0,0
171,André Ayew,gh GHA,"FW,MF",Nott'ham Forest,eng Premier League,32,1989,13,1,316,3.5,0.00,0.00,0.00,0.00,0,1,1,0
172,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,30,1991,38,31,"2,714",30.2,0.13,0.10,0.23,0.13,0,0,5,0
173,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,27,1994,10,5,545,6.1,0.00,0.00,0.00,0.00,0,0,1,0
174,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,30,1991,29,22,"2,054",22.8,0.09,0.04,0.13,0.09,0,0,3,0
175,Ayman Azhil,ma MAR,MF,Leverkusen,de Bundesliga,21,2001,1,0,1,0.0,0.00,0.00,0.00,0.00,0,0,0,0
176,Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,de Bundesliga,27,1995,23,8,927,10.3,0.39,0.10,0.49,0.39,0,0,1,0
177,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,32,1989,25,16,"1,527",17.0,0.00,0.00,0.00,0.00,0,0,3,0
178,Sanoussy Ba,de GER,DF,RB Leipzig,de Bundesliga,18,2004,1,0,1,0.0,0.00,0.00,0.00,0.00,0,0,0,0
179,Iddrisu Baba,gh GHA,"MF,DF",Mallorca,es La Liga,26,1996,29,20,"1,705",18.9,0.00,0.00,0.00,0.00,0,0,5,0
180,Srđan Babić,rs SRB,DF,Almería,es La Liga,26,1996,34,33,"2,998",33.3,0.09,0.00,0.09,0.09,0,0,5,0
181,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,22,2000,19,16,"1,449",16.1,0.06,0.00,0.06,0.06,0,0,4,0
182,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,22,2000,1,1,90,1.0,0.00,1.00,1.00,0.00,0,0,1,0
183,Édgar Badía,es ESP,GK,Elche,es La Liga,30,1992,36,36,"3,240",36.0,0.00,0.00,0.00,0.00,0,0,2,0
184,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,21,2001,11,10,905,10.1,0.10,0.00,0.10,0.10,0,0,2,0
185,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,21,2001,11,9,839,9.3,0.21,0.00,0.21,0.21,0,0,3,0
186,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,21,2001,35,19,"1,947",21.6,0.28,0.09,0.37,0.28,0,0,13,1
187,Jaime Báez,uy URU,DF,Cremonese,it Serie A,27,1995,2,1,96,1.1,0.00,0.00,0.00,0.00,0,0,0,0
188,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,24,1997,33,26,"1,967",21.9,0.18,0.18,0.37,0.18,0,0,4,0
189,Eric Bailly,ci CIV,DF,Marseille,fr Ligue 1,28,1994,17,5,543,6.0,0.00,0.00,0.00,0.00,0,0,1,0
190,Dénys Bain,fr FRA,DF,Auxerre,fr Ligue 1,29,1993,2,1,126,1.4,0.00,0.00,0.00,0.00,0,0,0,0
191,Brandon Baiye,be BEL,MF,Clermont Foot,fr Ligue 1,21,2000,7,0,51,0.6,0.00,0.00,0.00,0.00,0,0,0,0
192,Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,17,2004,11,6,526,5.8,0.17,0.00,0.17,0.17,0,0,2,0
193,Nedim Bajrami,al ALB,"MF,FW",Empoli,it Serie A,23,1999,19,8,940,10.4,0.10,0.10,0.19,0.10,0,0,1,0
194,Nedim Bajrami,al ALB,"FW,MF",Sassuolo,it Serie A,23,1999,18,7,819,9.1,0.11,0.00,0.11,0.11,0,0,0,0
195,Cédric Bakambu,cd COD,MF,Marseille,fr Ligue 1,31,1991,3,0,59,0.7,0.00,1.53,1.53,0.00,0,0,0,0
196,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,27,1994,3,0,41,0.5,0.00,0.00,0.00,0.00,0,0,0,0
197,Mitchel Bakker,nl NED,"DF,MF",Leverkusen,de Bundesliga,22,2000,28,19,"1,659",18.4,0.16,0.11,0.27,0.16,0,0,6,1
198,Ridle Baku,de GER,"DF,FW",Wolfsburg,de Bundesliga,24,1998,33,29,"2,580",28.7,0.17,0.10,0.28,0.17,0,0,6,0
199,Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,19,2003,26,24,"1,772",19.7,0.20,0.00,0.20,0.20,0,0,2,0
200,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,18,2003,33,30,"2,471",27.5,0.04,0.22,0.25,0.04,0,0,4,0
201,Thierno Balde,fr FRA,"DF,MF",Troyes,fr Ligue 1,20,2002,31,25,"2,153",23.9,0.00,0.04,0.04,0.00,0,0,1,0
202,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,18,2004,19,5,478,5.3,0.00,0.00,0.00,0.00,0,0,3,1
203,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,34,1988,3,1,115,1.3,0.00,0.00,0.00,0.00,0,0,0,0
204,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,23,1999,35,30,"2,639",29.3,0.00,0.03,0.03,0.00,0,0,9,1
205,Dominic Ballard,eng ENG,"FW,MF",Southampton,eng Premier League,17,2005,2,0,26,0.3,0.00,0.00,0.00,0.00,0,0,0,0
206,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,30,1992,37,37,"3,232",35.9,0.00,0.00,0.00,0.00,0,0,6,0
207,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,25,1997,10,5,523,5.8,0.17,0.00,0.17,0.17,0,0,0,0
208,Folarin Balogun,us USA,FW,Reims,fr Ligue 1,21,2001,37,34,"2,999",33.3,0.63,0.06,0.69,0.45,6,7,5,0
209,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,32,1990,21,12,"1,364",15.2,0.00,0.00,0.00,0.00,0,0,2,0
210,Jonathan Bamba,ci CIV,FW,Lille,fr Ligue 1,26,1996,34,32,"2,783",30.9,0.19,0.23,0.42,0.19,0,0,6,0
211,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,28,1993,28,18,"1,515",16.8,0.24,0.12,0.36,0.24,0,2,3,0
212,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,21,2001,36,19,"1,636",18.2,0.11,0.06,0.17,0.11,0,0,6,0
213,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,27,1995,35,28,"2,263",25.1,0.08,0.00,0.08,0.08,0,0,10,0
214,Léo Baptistão,br BRA,"FW,MF",Almería,es La Liga,29,1992,28,24,"1,726",19.2,0.26,0.05,0.31,0.26,0,0,7,0
215,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,24,1998,23,4,618,6.9,0.00,0.15,0.15,0.00,0,0,3,1
216,Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,27,1994,1,0,25,0.3,0.00,0.00,0.00,0.00,0,0,0,0
217,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,27,1994,30,21,"1,799",20.0,0.10,0.00,0.10,0.10,0,0,4,0
218,Andrea Barberis,it ITA,MF,Monza,it Serie A,28,1993,9,3,338,3.8,0.00,0.27,0.27,0.00,0,0,0,0
219,Tommaso Barbieri,it ITA,DF,Juventus,it Serie A,19,2002,3,2,109,1.2,0.00,0.00,0.00,0.00,0,0,0,0
220,Bradley Barcola,fr FRA,"FW,MF",Lyon,fr Ligue 1,19,2002,26,15,"1,440",16.0,0.31,0.50,0.81,0.31,0,0,3,0
221,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,21,2000,33,28,"2,456",27.3,0.00,0.00,0.00,0.00,0,0,6,0
222,Francesco Bardi,it ITA,GK,Bologna,it Serie A,30,1992,1,1,90,1.0,0.00,0.00,0.00,0.00,0,0,0,0
223,Keidi Bare,al ALB,MF,Espanyol,es La Liga,24,1997,18,4,503,5.6,0.00,0.18,0.18,0.00,0,0,0,0
224,Nicolò Barella,it ITA,MF,Inter,it Serie A,25,1997,35,31,"2,613",29.0,0.21,0.21,0.41,0.21,0,0,6,0
225,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,25,1997,27,15,"1,312",14.6,0.07,0.41,0.48,0.07,0,0,1,0
226,Ross Barkley,eng ENG,"MF,FW",Nice,fr Ligue 1,28,1993,27,9,960,10.7,0.37,0.19,0.56,0.37,0,0,1,0
227,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,24,1998,23,3,584,6.5,0.00,0.15,0.15,0.00,0,0,1,0
228,Harvey Barnes,eng ENG,"FW,MF",Leicester City,eng Premier League,24,1997,34,32,"2,711",30.1,0.43,0.03,0.46,0.43,0,0,3,0
229,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,22,2000,31,25,"2,141",23.8,0.17,0.13,0.29,0.17,0,0,5,0
230,Enzo Barrenechea,ar ARG,MF,Juventus,it Serie A,21,2001,3,3,158,1.8,0.00,0.00,0.00,0.00,0,0,0,0
231,Ander Barrenetxea,es ESP,"FW,DF",Real Sociedad,es La Liga,20,2001,23,9,878,9.8,0.31,0.10,0.41,0.31,0,0,4,0
232,Mickaël Barreto,fr FRA,MF,Ajaccio,fr Ligue 1,31,1991,20,15,"1,325",14.7,0.07,0.07,0.14,0.07,0,0,1,0
233,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,19,2003,21,6,724,8.0,0.00,0.12,0.12,0.00,0,0,4,0
234,Musa Barrow,gm GAM,"FW,MF",Bologna,it Serie A,23,1998,32,26,"1,960",21.8,0.14,0.37,0.51,0.14,0,0,3,0
235,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,25,1996,37,37,"3,330",37.0,0.08,0.00,0.08,0.08,0,0,6,0
236,Toma Bašić,hr CRO,MF,Lazio,it Serie A,25,1996,25,4,513,5.7,0.18,0.00,0.18,0.18,0,0,2,0
237,Alberto Basso,it ITA,MF,Cremonese,it Serie A,18,2004,1,0,16,0.2,0.00,0.00,0.00,0.00,0,0,0,0
238,Gil Bastião Dias,pt POR,FW,Stuttgart,de Bundesliga,25,1996,7,6,398,4.4,0.23,0.00,0.23,0.23,0,0,0,0
239,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,23,1999,29,26,"2,157",24.0,0.00,0.08,0.08,0.00,0,0,3,0
240,Simone Bastoni,it ITA,"MF,DF",Spezia,it Serie A,25,1996,19,15,"1,189",13.2,0.15,0.30,0.45,0.15,0,0,7,0
241,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,31,1991,15,8,686,7.6,0.00,0.00,0.00,0.00,0,0,5,0
242,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,22,2000,27,20,"1,846",20.5,0.00,0.05,0.05,0.00,0,0,8,0
243,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,32,1990,34,34,"3,060",34.0,0.00,0.00,0.00,0.00,0,0,2,0
244,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,26,1996,8,6,562,6.2,0.00,0.16,0.16,0.00,0,0,2,0
245,Julian Baumgartlinger,at AUT,MF,Augsburg,de Bundesliga,34,1988,16,3,554,6.2,0.00,0.00,0.00,0.00,0,0,1,0
246,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,22,1999,33,33,"2,567",28.5,0.25,0.11,0.35,0.25,0,0,7,0
247,Cyrille Bayala,bf BFA,MF,Ajaccio,fr Ligue 1,26,1996,33,25,"2,009",22.3,0.04,0.04,0.09,0.04,0,0,3,1
248,Brian Bayeye,fr FRA,DF,Torino,it Serie A,22,2000,2,1,64,0.7,0.00,0.00,0.00,0.00,0,0,0,0
249,Noah Joel Sarenren Bazee,ng NGA,"MF,FW",Augsburg,de Bundesliga,25,1996,2,0,20,0.2,0.00,0.00,0.00,0.00,0,0,0,0
250,Gavin Bazunu,ie IRL,GK,Southampton,eng Premier League,20,2002,32,32,"2,880",32.0,0.00,0.00,0.00,0.00,0,0,0,0
251,Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,32,1990,4,0,60,0.7,0.00,0.00,0.00,0.00,0,0,1,0
252,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,de Bundesliga,28,1994,19,17,"1,416",15.7,0.44,0.00,0.44,0.38,1,1,2,0
253,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,26,1996,28,28,"2,484",27.6,0.07,0.04,0.11,0.07,0,0,11,1
254,Mads Bech Sørensen,dk DEN,"DF,MF",Brentford,eng Premier League,23,1999,4,0,21,0.2,0.00,0.00,0.00,0.00,0,0,0,0
255,Julius Beck,dk DEN,MF,Spezia,it Serie A,17,2005,1,0,10,0.1,0.00,0.00,0.00,0.00,0,0,0,0
256,Sheraldo Becker,sr SUR,FW,Union Berlin,de Bundesliga,27,1995,34,33,"2,554",28.4,0.39,0.25,0.63,0.39,0,0,4,0
257,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,26,1996,20,20,"1,672",18.6,0.00,0.00,0.00,0.00,0,0,5,0
258,Jan Bednarek,pl POL,DF,Aston Villa,eng Premier League,26,1996,3,1,100,1.1,0.00,0.00,0.00,0.00,0,0,0,0
259,Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,25,1997,7,2,167,1.9,0.00,0.00,0.00,0.00,0,0,0,0
260,Asmir Begović,ba BIH,GK,Everton,eng Premier League,35,1987,1,1,90,1.0,0.00,0.00,0.00,0.00,0,0,0,0
261,Yanis Begraoui,ma MAR,"FW,MF",Toulouse,fr Ligue 1,21,2001,3,1,65,0.7,0.00,0.00,0.00,0.00,0,0,0,0
262,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,31,1991,33,17,"1,535",17.1,0.47,0.06,0.53,0.47,0,0,6,0
263,Alexis Beka Beka,fr FRA,"MF,DF",Nice,fr Ligue 1,21,2001,14,7,545,6.1,0.00,0.00,0.00,0.00,0,0,2,0
264,Jérémie Bela,ao ANG,"DF,MF",Clermont Foot,fr Ligue 1,29,1993,19,7,743,8.3,0.12,0.12,0.24,0.12,0,0,0,0
265,Reda Belahyane,fr FRA,MF,Nice,fr Ligue 1,18,2004,4,1,182,2.0,0.00,0.00,0.00,0.00,0,0,0,0
266,Youcef Belaïli,dz ALG,"MF,FW",Ajaccio,fr Ligue 1,30,1992,17,15,"1,150",12.8,0.47,0.23,0.70,0.08,5,6,2,0
267,Youcef Belaïli,dz ALG,"FW,MF",Brest,fr Ligue 1,30,1992,6,4,356,4.0,0.00,0.51,0.51,0.00,0,0,3,0
268,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,28,1994,38,30,"2,656",29.5,0.07,0.00,0.07,0.03,1,1,3,0
269,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,30,1991,30,26,"2,395",26.6,0.00,0.04,0.04,0.00,0,0,9,0
270,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,20,2001,24,24,"1,879",20.9,0.00,0.10,0.10,0.00,0,0,4,0
271,Raoul Bellanova,it ITA,DF,Inter,it Serie A,22,2000,18,3,496,5.5,0.00,0.00,0.00,0.00,0,0,0,0
272,Karim Bellarabi,de GER,"FW,MF",Leverkusen,de Bundesliga,32,1990,8,1,85,0.9,0.00,0.00,0.00,0.00,0,0,0,0
273,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,24,1998,30,29,"2,419",26.9,0.07,0.22,0.30,0.07,0,0,5,0
274,Héctor Bellerín,es ESP,DF,Barcelona,es La Liga,27,1995,3,1,143,1.6,0.00,0.00,0.00,0.00,0,0,0,0
275,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,19,2003,31,30,"2,691",29.9,0.27,0.13,0.40,0.23,1,1,8,0
276,Jeanöel Belocian,fr FRA,DF,Rennes,fr Ligue 1,17,2005,8,6,506,5.6,0.00,0.00,0.00,0.00,0,0,1,0
277,Andrea Belotti,it ITA,FW,Roma,it Serie A,28,1993,31,11,"1,146",12.7,0.00,0.16,0.16,0.00,0,1,0,0
278,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,23,1999,36,33,"2,855",31.7,0.00,0.06,0.06,0.00,0,0,4,0
279,Eliesse Ben Seghir,fr FRA,"FW,MF",Monaco,fr Ligue 1,17,2005,19,13,"1,052",11.7,0.34,0.09,0.43,0.34,0,0,1,0
280,Salim Ben Seghir,fr FRA,MF,Marseille,fr Ligue 1,19,2003,1,0,4,0.0,0.00,0.00,0.00,0.00,0,0,0,0
281,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,31,1990,32,28,"2,114",23.5,0.81,0.26,1.06,0.60,5,6,4,0
282,Marco Benassi,it ITA,DF,Fiorentina,it Serie A,27,1994,2,1,93,1.0,0.00,0.00,0.00,0.00,0,0,0,0
283,Marco Benassi,it ITA,MF,Cremonese,it Serie A,27,1994,15,11,998,11.1,0.00,0.00,0.00,0.00,0,0,1,0
284,Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,19,2002,4,2,176,2.0,0.00,0.00,0.00,0.00,0,0,0,0
285,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,24,1997,28,24,"2,007",22.3,0.09,0.09,0.18,0.09,0,0,5,0
286,Saïd Benrahma,dz ALG,"FW,MF",West Ham,eng Premier League,26,1995,35,22,"2,069",23.0,0.26,0.13,0.39,0.09,4,4,0,0
287,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,27,1995,28,28,"2,481",27.6,0.22,0.04,0.25,0.15,2,2,7,1
288,Nabil Bentaleb,dz ALG,MF,Angers,fr Ligue 1,27,1994,30,29,"2,489",27.7,0.14,0.14,0.29,0.07,2,2,7,1
289,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,25,1997,18,17,"1,500",16.7,0.30,0.12,0.42,0.30,0,0,8,0
290,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,29,1993,2,2,180,2.0,0.00,0.00,0.00,0.00,0,0,0,0
291,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,34,1987,24,24,"2,038",22.6,0.84,0.13,0.97,0.53,7,8,1,0
292,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,27,1994,26,22,"1,866",20.7,0.58,0.34,0.92,0.24,7,8,7,0
293,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,32,1990,29,27,"2,406",26.7,0.04,0.04,0.07,0.04,0,0,9,1
294,Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,27,1995,37,26,"2,297",25.5,0.16,0.04,0.20,0.16,0,0,2,0
295,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,30,1992,15,15,"1,198",13.3,0.00,0.00,0.00,0.00,0,0,1,0
296,Bartosz Bereszyński,pl POL,DF,Napoli,it Serie A,30,1992,3,2,166,1.8,0.00,0.54,0.54,0.00,0,0,1,0
297,Patrick Berg,no NOR,"MF,FW",Lens,fr Ligue 1,24,1997,3,0,25,0.3,0.00,0.00,0.00,0.00,0,0,0,0
298,Mitchell van Bergen,nl NED,"FW,DF",Reims,fr Ligue 1,22,1999,28,6,905,10.1,0.00,0.10,0.10,0.00,0,0,1,0
299,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,24,1998,23,20,"1,679",18.7,0.48,0.21,0.70,0.32,3,4,9,1
300,Quentin Bernard,fr FRA,DF,Auxerre,fr Ligue 1,33,1989,7,7,630,7.0,0.00,0.14,0.14,0.00,0,0,0,0
301,Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,25,1997,27,27,"2,430",27.0,0.00,0.00,0.00,0.00,0,0,0,0
302,Juan Bernat,es ESP,"DF,MF",Paris S-G,fr Ligue 1,29,1993,28,18,"1,648",18.3,0.05,0.22,0.27,0.05,0,0,1,0
303,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,eng Premier League,19,2002,12,11,892,9.9,0.00,0.10,0.10,0.00,0,0,2,0
304,Jason Berthomier,fr FRA,MF,Clermont Foot,fr Ligue 1,32,1990,2,0,23,0.3,0.00,0.00,0.00,0.00,0,0,0,0
305,Marco Bertini,it ITA,MF,Lazio,it Serie A,19,2002,1,0,1,0.0,0.00,0.00,0.00,0.00,0,0,0,0
306,Beto,gw GNB,FW,Udinese,it Serie A,24,1998,33,23,"2,129",23.7,0.42,0.04,0.47,0.38,1,1,2,0
307,Owen Bevan,wls WAL,DF,Bournemouth,eng Premier League,18,2003,1,0,9,0.1,0.00,0.00,0.00,0.00,0,0,0,0
308,Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,29,1993,25,22,"2,132",23.7,0.04,0.00,0.04,0.04,0,0,5,0
309,Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,19,2002,7,2,153,1.7,0.00,0.00,0.00,0.00,0,0,1,0
310,Giulian Biancone,fr FRA,DF,Nott'ham Forest,eng Premier League,22,2000,2,0,17,0.2,0.00,0.00,0.00,0.00,0,0,0,0
311,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,32,1990,9,0,265,2.9,0.00,0.00,0.00,0.00,0,0,0,0
312,Pedro Bigas,es ESP,DF,Elche,es La Liga,31,1990,28,25,"2,020",22.4,0.00,0.00,0.00,0.00,0,0,4,2
313,Jaka Bijol,si SVN,DF,Udinese,it Serie A,23,1999,32,32,"2,728",30.3,0.10,0.07,0.16,0.10,0,0,10,0
314,El Bilal Touré,ml MLI,FW,Almería,es La Liga,20,2001,21,15,"1,264",14.0,0.50,0.14,0.64,0.50,0,0,0,0
315,El Bilal Touré,ml MLI,FW,Reims,fr Ligue 1,20,2001,3,1,91,1.0,0.00,0.00,0.00,0.00,0,0,0,0
316,Philip Billing,dk DEN,"MF,FW",Bournemouth,eng Premier League,26,1996,36,34,"2,764",30.7,0.23,0.03,0.26,0.23,0,0,5,0
317,Jean-Claude Billong,cm CMR,MF,Clermont Foot,fr Ligue 1,28,1993,1,0,23,0.3,0.00,0.00,0.00,0.00,0,0,0,0
318,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,29,1992,33,30,"2,551",28.3,0.07,0.14,0.21,0.07,0,1,1,0
